_id,Proposal Number:,Program Cycle:,Submitting Institution Name:,Project Status:,Start Date:,Lead Investigator:,Project Duration:,End Date:,SubmissionType:,Proposal Title:,Research Keyword 1,Research Keyword 2,Research Keyword 3,Research Keyword 4,Research Keyword 5,Research Type:,Personnel,Institution,URL
30,UREP23-046-3-012,UREP,Qatar University,Award Pending,,Dr. Hazem Elewa,1 Year(s),,New,Effect of Genetic Polymorphism on the Quality of Anticoagulation Control in Qatari Patients treated with Warfarin,Warfarin, Pharmacogenetics, SAMe-TT2R2 score, Time in Therapeutic Range, Qatari patients,Applied research,"[('Primary Research Mentor', 'Dr. Hazem Elewa', 'Qatar University'), ('Industry Research Mentor', 'Ms. Eman Alhmoud', 'Hamad Medical Corporation'), ('Student', 'Ms. Salam Abou Safrah', 'Qatar University'), ('Student', 'Ms. Iqrah Qurishi', 'Qatar University'), ('Student', 'Miss Rawan Abouelhassan', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('Hamad Medical Corporation', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31715&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
31,UREP23-041-2-019,UREP,Qatar University,Award Pending,,Prof. Hazim Qiblawey,1 Year(s),,New,Evaluation of Novel Adsorbents for Oil Removal from Produced water,Produced water treatment, Adsorption, oil in water, Oil and gas production engineering, Environmental  oil & gas production,Applied research,"[('Primary Research Mentor', 'Prof. Hazim Qiblawey', 'Qatar University'), ('Industry Research Mentor', 'Dr. Samer Adham', 'ConocoPhillips Water Technology Ltd QSTP-B'), ('Student', 'Ms. Mai Abu-Harb', 'Qatar University'), ('Student', 'Miss Nagat Elrefaei', 'Qatar University'), ('Student', 'Ms. Shadwa Ibrahim', 'Qatar University'), ('Student', 'Mr. Mohamed Zamzam', 'Qatar University'), ('Student', 'Mr. Raafat Alenany', 'Qatar University'), ('Student', 'Mr. Wisam alsaba', 'Qatar University'), ('Research Mentor', 'Dr. Majeda Khraisheh', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('ConocoPhillips Water Technology Ltd QSTP-B', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31710&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
32,UREP23-031-2-014,UREP,Qatar University,Award Pending,,Prof. MD Anwarul Hasan,1 Year(s),,New,Design and Implementation of a Wearable Smart Insole for Studying Altered Vertical Ground Reaction Forces (GRFs) in Diabetic Sensorimotor Polyneuropathy (DSPN),Diabetic Sensorimotor Polyneuropathy (DSPN), Ground Reaction Forces, Gait analysis, Smart Insoles, Wireless communicaitions,Experimental Development,"[('Primary Research Mentor', 'Prof. MD Anwarul Hasan', 'Qatar University'), ('Student', 'Mr. Navid Ahmed', 'Qatar University'), ('Student', 'Miss Hala Al-Shahwani', 'Qatar University'), ('Student', 'Miss Merna Abdalla', 'Qatar University'), ('Student', 'Miss Sara Awadallah', 'Qatar University'), ('Student', 'Miss Sareh  Badnava', 'Qatar University'), ('Student', 'Miss Sara Alhamouz', 'Qatar University'), ('Research Mentor', 'Mr. Amith  Khadakar', 'Qatar University'), ('Research Mentor', 'Prof. Serkan Kiranyaz', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31700&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
33,UREP23-027-2-012,UREP,Qatar University,Award Pending,,Dr. Muhammad Chowdhury,1 Year(s),,New,A novel multi-modal system using electroencephalography and keystroke dynamics for user identification and authentication,Electroencephalography (EEG), Multimodal data, Identification, Authentication, Keystroke dynamics,Experimental Development,"[('Primary Research Mentor', 'Dr. Muhammad Chowdhury', 'Qatar University'), ('Student', 'Miss tasnim al-qabbani', 'Qatar University'), ('Student', 'Ms. Maymouna  Ezeddin', 'Qatar University'), ('Student', 'Miss Haya Monawwar', 'Qatar University'), ('Student', 'Miss Hadeel Abed', 'Qatar University'), ('Student', 'Miss Amal Moussa', 'Qatar University'), ('Student', 'Miss Nada Abdou', 'Qatar University'), ('Research Mentor', 'Dr. Nasser Al-Emadi', 'Qatar University'), ('Research Mentor', 'Prof. Serkan Kiranyaz', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31695&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
34,UREP23-026-2-011,UREP,Qatar University,Award Pending,,Dr. Wael Alhajyaseen,1 Year(s),,New,Developing innovative speed calming countermeasures via pavement marking for the speed management at rural-urban transition road segments using a driving simulator,Traffic safety, Speed Management, Pavement Marking, Driving simulators, Road Transition Segments,Applied research,"[('Primary Research Mentor', 'Dr. Wael Alhajyaseen', 'Qatar University'), ('Student', 'Mr. Khalid Mohamed', 'Qatar University'), ('Student', 'Mr. Justine Samson', 'Qatar University'), ('Student', 'Mr. Fadi Kahil', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31694&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
35,UREP23-012-2-002,UREP,Qatar University,Award Pending,,Dr. Anand Kumar,1 Year(s),,New,Spectroscopic studies to understand templated combustion synthesis of nanomaterials,Solution combustion synthesis, perovskites, Direct methanol fuel cell, Direct ethanol fuel cell, Electrochemical reaction engineering,Applied research,"[('Primary Research Mentor', 'Dr. Anand Kumar', 'Qatar University'), ('Student', 'Ms. Soha Mousa', 'Qatar University'), ('Student', 'Ms. Samaa  Ismaeil', 'Qatar University'), ('Student', 'Ms. Noor  Shallouf', 'Qatar University'), ('Student', 'Ms. Maha Al-Sheebi', 'Qatar University'), ('Student', 'Miss Alanoud Khalfani', 'Qatar University'), ('Student', 'Ms. Omnia Abdelfattah', 'Qatar University'), ('Research Mentor', 'Dr. Mohammed Saad', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31678&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
36,UREP23-006-5-001,UREP,Qatar University,Award Pending,,Dr. Raffaello Furlan,1 Year(s),,New,Sustainable Urbanism for the Urban Regeneration and Preservation of the Cultural-Heritage Site of the Souq Waqif in Doha (State of Qatar),Sustainable Urbanism, Built Heritage, Cultural capital, Vernacular architecture, State of Qatar,Applied research,"[('Primary Research Mentor', 'Dr. Raffaello Furlan', 'Qatar University'), ('Student', 'Miss Rawan Al-Abdulla', 'Qatar University'), ('Student', 'Miss Alreem Alemadi', 'Qatar University'), ('Student', 'Ms. Fatima AlAbdulla', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31672&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
37,UREP22-180-5-048,UREP,Georgetown University School of Foreign Service in Qatar,Award Pending - Vetted,,Dr. Alexis Antoniades,1 Year(s),,New,Qatar's establishment of infant industries in response to the blockade,blockade, Industries, Competition, quota, Qatar,Basic research,"[('Primary Research Mentor', 'Dr. Alexis Antoniades', 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'Miss Rafia  Al-Jassim', 'Georgetown University School of Foreign Service in Qatar')]","[('Georgetown University School of Foreign Service in Qatar', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29417&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
38,UREP22-176-3-034,UREP,Weill Cornell Medical College in Qatar,Award Active,28 Aug 2018,Prof. Shahrad Taheri,1 Year(s),28 Aug 2019,New,Development of a Qatari Food Frequency Questionnaire,Nutritional assessment, Diet, Nutrition, Qualitative and Quantitative research, Questionnaire design,Applied research,"[('Primary Research Mentor', 'Prof. Shahrad Taheri', 'Weill Cornell Medical College in Qatar'), ('Industry Research Mentor', 'Mrs. Katie El Nahas', 'Qatar Diabetes Association, Qatar Foundation'), ('Student', 'Miss Lara Miranda', 'Weill Cornell Medical College in Qatar'), ('Student', 'Mr. Rei Myderrizi', 'Weill Cornell Medical College in Qatar'), ('Student', 'Miss Hiba Naveed', 'Weill Cornell Medical College in Qatar'), ('Student', 'Miss Muna Almasri', 'Weill Cornell Medical College in Qatar'), ('Student', 'Ms. Sara  Tomerak', 'Weill Cornell Medical College in Qatar'), ('Student', 'Miss Rawan Hussein', 'Weill Cornell Medical College in Qatar'), ('Research Mentor', 'Mr. Omar Omar', 'Weill Cornell Medical College in Qatar'), ('Research Mentor', 'Dr. Odette Chagoury', 'Weill Cornell Medical College in Qatar')]","[('Weill Cornell Medical College in Qatar', 'Qatar', 'Submitting Institution'), ('Qatar Diabetes Association, Qatar Foundation', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29409&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
39,UREP22-160-5-043,UREP,Qatar University,Award Pending - Vetted,,Dr. Elsayed Hassanein,1 Year(s),,New,Student teachers’ attitudes and beliefs about inclusive education: The role of teacher education programs,Inclusive education, Inclusion, Attitudes, Teacher education, Disabilities,Basic research,"[('Primary Research Mentor', 'Dr. Elsayed Hassanein', 'Qatar University'), ('Student', 'Ms. fatima alnaimi', 'Qatar University'), ('Student', 'Miss shaikha Al-Mansouri', 'Qatar University'), ('Student', 'Miss elaf aladwi', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29359&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
40,UREP22-155-3-029,UREP,Qatar University,Award Pending - Vetted,,Dr. Sowndramalingam Sankaralingam,1 Year(s),,New,Induction of Glyoxalase1 as a Strategy to Prevent Methylglyoxal-Induced Cardiac Insulin Resistance: Implications for Diabetic Cardiomyopathy,Diabetes, Cardiomyopathy, Methylglyoxal, Glyoxalase, Insulin resistance,Basic research,"[('Primary Research Mentor', 'Dr. Sowndramalingam Sankaralingam', 'Qatar University'), ('Industry Research Mentor', 'Dr. Manjunath Ramanjaneya', 'Hamad Medical Corporation'), ('Student', 'Ms. Sara Rabie', 'Qatar University'), ('Student', 'Ms. Iqrah Qurishi', 'Qatar University'), ('Student', 'Ms. Meram Ibrahim', 'Qatar University'), ('Student', 'Miss Raghad Shalfawi', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('Hamad Medical Corporation', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29343&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
41,UREP22-148-1-024,UREP,Qatar University,Award Pending - Vetted,,Dr. Yousria Soliman,1 Year(s),,New,Comparing blue carbon stocks in salt marshes and mangrove habitats in the east coast of Qatar- Cental Arabian Gulf,Mangrove, Saltmarsh, Sediment, Carbon, Arabian Gulf,Basic research,"[('Primary Research Mentor', 'Dr. Yousria Soliman', 'Qatar University'), ('Student', 'Mr. Hamed Alhosin', 'Qatar University'), ('Student', 'Ms. Sareh Khodadady', 'Qatar University'), ('Student', 'Mr. Abdulaziz  Harharah', 'Qatar University'), ('Research Mentor', 'Dr. Jassim Al-Khayat', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29330&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
42,UREP22-145-1-022,UREP,Qatar University,Award Pending - Vetted,,Dr. fahad aljamali,1 Year(s),,New,Preservation of fish biodiversity in Qatar: assessing the role of Marine Protected Areas (MPAs) and Artificial Reefs (ARs),Coastal habitats, Functional biodiversity, Environmental conservation, Underwater visual census, Baited remote underwater cameras,Basic research,"[('Primary Research Mentor', 'Dr. fahad aljamali', 'Qatar University'), ('Student', 'Mr. Ahmad Mujthaba Dheen Mohamed', 'Qatar University'), ('Student', 'Miss Aya Saleh', 'Qatar University'), ('Student', 'Miss Rouzan Shoshaa', 'Qatar University'), ('Student', 'Miss Sara Almallah', 'Qatar University'), ('Student', 'Mr. Mohammed Al-Dibis', 'Qatar University'), ('Student', 'Mr. Ahmed Ibraheem', 'Qatar University'), ('Research Mentor', 'Dr. Radhouan Ben-Hamadou', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29327&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
43,UREP22-143-3-024,UREP,Qatar University,Award Pending - Vetted,,Dr. Md Rahman,1 Year(s),,New,"The effect of Senna italiaca, Plantago ciliate and Nigella sativa (black seeds) on breast cancer cell proliferation, migration and invasion.",Breast cancer, Medicinal plants, Cell growth control, Migration and Invasion, Apoptosis,Basic research,"[('Primary Research Mentor', 'Dr. Md Rahman', 'Qatar University'), ('Student', 'Miss Meryem Ben Saad', 'Qatar University'), ('Student', 'Miss Arij Hassan', 'Qatar University'), ('Student', 'Miss Zaynab Elhussein', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29325&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
44,UREP22-140-3-023,UREP,Qatar University,Award Pending - Vetted,,Dr. Haissam Abou Saleh,1 Year(s),,New,Sildenafil-MIL-89 Conjugate as a Potential Drug Delivery Vehicle in Pulmonary Arterial Hypertension,Pulmonary Arterial Hypertension, Nanoparticle, Metal-organic frameworks, Drug delivery systems, Sildenafil,Basic research,"[('Primary Research Mentor', 'Dr. Haissam Abou Saleh', 'Qatar University'), ('Student', 'Miss Dana Alansari', 'Qatar University'), ('Student', 'Miss Rahaf Tawakul', 'Qatar University'), ('Student', 'Miss Amal Abusamhadaneh', 'Qatar University'), ('Research Mentor', 'Prof. Allal OUHTIT', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29322&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
45,UREP22-128-5-033,UREP,Qatar University,Award Pending - Vetted,,Prof. Abdrabo Soliman,1 Year(s),,New,Psychological Sequelae of the Qatar Blockade,Qatar, Blockade, Psychosocial factors, Truma, Posttraumatic stress disorder,Basic research,"[('Primary Research Mentor', 'Prof. Abdrabo Soliman', 'Qatar University'), ('Student', 'Mrs. Fatemah Alqahtnani', 'Qatar University'), ('Student', 'Miss Esraa Hussein', 'Qatar University'), ('Student', 'Miss Alanoud Althani', 'Qatar University'), ('Research Mentor', 'Prof. Ibrahim Alkaabi', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29306&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
46,UREP22-120-5-030,UREP,Georgetown University School of Foreign Service in Qatar,Award Pending - Vetted,,Dr. Rogaia Abusharaf,1 Year(s),,New,Jidariya: Every Day is National Day in Qatar,Political, Language and Culture, Communication, Media analysis, Creative work,Basic research,"[('Primary Research Mentor', 'Dr. Rogaia Abusharaf', 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'Mr. Mohammed Al-Jaberi', 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'Miss Hissa Al Kubaisi', 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'Miss Ghalya Al-Hail', 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'Miss AlMaha Al-Neama', 'Georgetown University School of Foreign Service in Qatar'), ('Research Mentor', 'Dr. Suzi Mirgani', 'Georgetown University School of Foreign Service in Qatar'), ('Research Mentor', 'Dr. Yehia Mohamed', 'Georgetown University School of Foreign Service in Qatar')]","[('Georgetown University School of Foreign Service in Qatar', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29298&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
47,UREP22-118-1-018,UREP,Qatar University,Award Pending - Vetted,,Prof. Nabil Zouari,1 Year(s),,New,"Biodiversity of indigenous Qatari bacteria, responsible of minerals formation in Qatari sabkhas and soil stabilization by Microbially Induced Carbonate Precipitation",Biomineralization, Soil microbial communitiesies, Living mat microbiology, Microbial Biodiversity, Soil stabilization,Basic research,"[('Primary Research Mentor', 'Prof. Nabil Zouari', 'Qatar University'), ('Student', 'Mrs. Asmaa Hussain', 'Qatar University'), ('Student', 'Miss Ghaida Elhag', 'Qatar University'), ('Student', 'Miss Sally Abuel-Hassan', 'Qatar University'), ('Student', 'Ms. Shatha Al-Khanji', 'Qatar University'), ('Student', 'Miss Nouha Abdelaziz', 'Qatar University'), ('Student', 'Ms. Imane Hassan', 'Qatar University'), ('Research Mentor', 'Prof. Samir Jaoua', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29289&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
48,UREP22-110-4-003,UREP,Qatar University,Award Pending - Vetted,,Dr. Talaat Ahmed,1 Year(s),,Resubmission of [UREP21-048-4-001],Genetic Improvement of Tomato for abiotic Stress tolerance through Agrobacterium-mediated Transformation,Tomato, abiotec Stress, Genetic improvement, Agrobacterium, Gene Transformation,Applied research,"[('Primary Research Mentor', 'Dr. Talaat Ahmed', 'Qatar University'), ('Student', 'Miss Hadeel Mohamad', 'Qatar University'), ('Student', 'Miss Tasnim Mahmoud', 'Qatar University'), ('Student', 'Miss Alaa HAssanien', 'Qatar University'), ('Student', 'Miss Rahma Hassan', 'Qatar University'), ('Student', 'Miss Gawaher Elkhatib', 'Qatar University'), ('Student', 'Miss Amira Alwa', 'Qatar University'), ('Research Mentor', 'Mr. Atsushi Kato', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29264&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
49,UREP22-109-1-016,UREP,Qatar University,Award Pending - Vetted,,Dr. Talaat Ahmed,1 Year(s),,New,In-vitro plant tissue culture: An Alternative Source of Bioactive molecules in the rare medicinal plants in Qatar,Plant tissue culture, desert medicinal plants, active biomolecules, in-vitro culture, plant hormone,Applied research,"[('Primary Research Mentor', 'Dr. Talaat Ahmed', 'Qatar University'), ('Student', 'Miss Aisha Alhelabi', 'Qatar University'), ('Student', 'Miss Aziza Al-Aidaroos', 'Qatar University'), ('Student', 'Ms. Ghada Deeb', 'Qatar University'), ('Student', 'Miss Marwa Elbasha', 'Qatar University'), ('Student', 'Ms. Lina Layth', 'Qatar University'), ('Student', 'Ms. Aya Ali', 'Qatar University'), ('Research Mentor', 'Dr. Amjad Shraim', 'Qatar University'), ('Research Mentor', 'Dr. Mohammed Alsafran', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29262&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
50,UREP22-098-5-023,UREP,Qatar University,Award Pending - Vetted,,Dr. Shatha Obeidat,1 Year(s),,New,"The relationship Between ICT use (including after-work hour emails) and Employees` Work-Life Balance, stress, and occupational health: an exploratory study in the Higher Education sector in Qatar",ICT use, Work-life balance, Occupational health, Higher education, after-hour emails,Applied research,"[('Primary Research Mentor', 'Dr. Shatha Obeidat', 'Qatar University'), ('Student', 'Miss Sara Almarri', 'Qatar University'), ('Student', 'Miss Shaikha  Almarri', 'Qatar University'), ('Student', 'Ms. Reem Aljalham', 'Qatar University'), ('Student', 'Ms. Alaa Dalloul', 'Qatar University'), ('Student', 'Ms. Amna Al-Sheeb', 'Qatar University'), ('Student', 'Ms. Lamis  Khaled', 'Qatar University'), ('Research Mentor', 'Dr. Allam Abu Farha', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29202&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
